N6705B Exported scope view data

"Scope.offset: -401"
"Scope.points: 8192"
"Scope.tint: 0.00292864"


Voltage 1,Current 1
3.30029,0.0645916
3.30143,0.0644898
3.29933,0.0645487
3.30009,0.0644405
3.29876,0.0646077
3.30048,0.0645327
3.30029,0.0646484
3.30086,0.0643494
3.29971,0.0644395
3.30029,0.0645209
3.30009,0.0632168
3.30009,0.0645262
3.29952,0.0642991
3.29933,0.0645145
3.30029,0.0644287
3.29895,0.0645445
3.30067,0.0645348
3.29971,0.0646066
3.29933,0.0646045
3.30029,0.0645445
3.30086,0.0643752
3.2999,0.0646398
3.29952,0.0644277
3.30029,0.0647341
3.30067,0.0645841
3.2999,0.0645713
3.2999,0.0645102
3.30067,0.0643034
3.30048,0.064523
3.29914,0.064552
3.29914,0.0644094
3.30009,0.0645112
3.29952,0.0645552
3.29914,0.0656428
3.29914,0.0646763
3.30067,0.0644598
3.30048,0.0648199
3.30029,0.0643912
3.30009,0.0645305
3.30009,0.0645638
3.30029,0.0644662
3.30048,0.0643227
3.2999,0.0644384
3.29876,0.0645734
3.30086,0.0644084
3.29914,0.0643912
3.29971,0.0644727
3.30067,0.064477
3.30009,0.0645552
3.2999,0.0644759
3.30048,0.0645016
3.29971,0.0643462
3.29952,0.0646152
3.30009,0.0646259
3.30448,0.0626296
3.29933,0.0644255
3.30029,0.0644234
3.30048,0.0644587
3.30067,0.0642809
3.30124,0.0647202
3.30067,0.0644909
3.30067,0.0644962
3.30009,0.0643966
3.2999,0.0643773
3.29971,0.0642755
3.30009,0.0644362
3.30086,0.064553
3.30009,0.0644641
3.29895,0.0643998
3.29952,0.064538
3.29971,0.0643023
3.2999,0.0643537
3.29895,0.0645327
3.30048,0.0644084
3.30009,0.0643087
3.30009,0.064298
3.30009,0.0642519
3.30009,0.0637504
3.29952,0.0643623
3.30009,0.0644266
3.29971,0.0643162
3.29933,0.0644266
3.2999,0.0643752
3.30009,0.0642584
3.30048,0.0644662
3.30009,0.0642937
3.30029,0.0643977
3.29952,0.0644802
3.30067,0.0644148
3.30029,0.0643548
3.30029,0.0643473
3.29971,0.0645166
3.30009,0.0642498
3.30009,0.0642455
3.29971,0.0646452
3.30029,0.0642841
3.30009,0.0641458
3.30048,0.0643955
3.30048,0.0501461
3.30086,0.064358
3.30009,0.0644191
3.29971,0.064418
3.2999,0.0643452
3.30086,0.0640087
3.29971,0.0642659
3.29876,0.064477
3.29895,0.0643312
3.30124,0.0642166
3.30105,0.0642648
3.30029,0.0642852
3.29933,0.0642069
3.30067,0.0641201
3.30009,0.0642509
3.29895,0.0643387
3.30029,0.0643001
3.30067,0.0641469
3.2999,0.0642669
3.30029,0.0641319
3.29971,0.0645509
3.30009,0.0642659
3.29971,0.0644866
3.29971,0.0650331
3.30009,0.0644962
3.30009,0.0642723
3.2999,0.0641383
3.30009,0.0643859
3.30009,0.0642573
3.29971,0.0643119
3.30048,0.0643977
3.29933,0.0642541
3.2999,0.0644812
3.30105,0.0643366
3.30105,0.0644019
3.30029,0.0641908
3.30067,0.0643848
3.2999,0.0642744
3.29971,0.0643334
3.29971,0.0642401
3.29952,0.0643452
3.2999,0.0643752
3.30048,0.0643248
3.30086,0.0643227
3.30029,0.0549788
3.2999,0.0642444
3.29914,0.0644491
3.2999,0.0642444
3.29895,0.0642498
3.29971,0.0641019
3.30067,0.0642669
3.29914,0.0642359
3.29933,0.0645016
3.30009,0.0643259
3.30048,0.0641394
3.2999,0.0641823
3.2999,0.064253
3.2999,0.0642337
3.30105,0.0643687
3.29971,0.0643548
3.30067,0.0642669
3.30067,0.0644137
3.29952,0.0641919
3.30009,0.0640526
3.29971,0.0642809
3.30009,0.0628407
3.30009,0.064328
3.30009,0.0640976
3.2999,0.0642123
3.30048,0.0642605
3.30029,0.064133
3.30048,0.0642048
3.29971,0.0641984
3.30009,0.0642637
3.30048,0.0644566
3.29971,0.0643452
3.2999,0.0640505
3.29952,0.0642444
3.2999,0.0642466
3.29952,0.0645327
3.30067,0.0641587
3.2999,0.0643205
3.30067,0.064223
3.2999,0.0641973
3.2999,0.0640773
3.2999,0.0643066
3.29971,0.0642091
3.30067,0.064328
3.29762,0.064597
3.29971,0.064418
3.2999,0.0642498
3.30009,0.0641651
3.2999,0.0642176
3.30086,0.0642509
3.30048,0.0643944
3.30048,0.0643001
3.30009,0.0642819
3.30029,0.0642273
3.30048,0.0643366
3.29933,0.0641641
3.29971,0.0641791
3.30029,0.0644019
3.30048,0.0642391
3.30029,0.0641416
3.29971,0.0642648
3.29971,0.0642562
3.29895,0.0642766
3.30048,0.064283
3.30067,0.0641158
3.30086,0.0629704
3.30009,0.0642959
3.30009,0.0641641
3.30048,0.0641501
3.29952,0.0641887
3.30067,0.0642209
3.30048,0.0640676
3.30105,0.0639894
3.30029,0.064163
3.30029,0.0641405
3.30009,0.0642059
3.30029,0.0643001
3.30029,0.0641962
3.2999,0.0641984
3.29933,0.0643602
3.29971,0.0640719
3.29933,0.0641641
3.30124,0.0641266
3.30048,0.0641908
3.2999,0.0642594
3.2999,0.0641598
3.30048,0.0640494
3.29933,0.0641266
3.30029,0.0638919
3.30067,0.0643001
3.29971,0.0641062
3.2999,0.0642209
3.29971,0.0644469
3.30029,0.0642884
3.2999,0.0641233
3.29933,0.0640473
3.2999,0.064073
3.2999,0.0641683
3.2999,0.0640612
3.30029,0.0642337
3.30029,0.0640419
3.29971,0.0641491
3.2999,0.0641083
3.30029,0.0641137
3.30029,0.0640955
3.30067,0.0640623
3.29971,0.0642476
3.30009,0.0638855
3.30009,0.0641287
3.30257,0.0508426
3.30009,0.0641587
3.30124,0.064133
3.30067,0.0642294
3.30029,0.0639948
3.29971,0.0641748
3.30029,0.0640505
3.2999,0.0640398
3.29933,0.0641362
3.30067,0.0638469
3.30105,0.063954
3.30009,0.0641512
3.30029,0.0639337
3.29952,0.0641716
3.30009,0.0641041
3.30086,0.0641308
3.30029,0.0638715
3.29971,0.0639144
3.2999,0.063954
3.29933,0.0640162
3.30029,0.0639712
3.2999,0.0642198
3.2999,0.0641298
3.30009,0.0645573
3.30009,0.0639808
3.30009,0.0642498
3.30029,0.0639851
